individuals_income_below_185_percent_poverty_level,total_population_white,total_population_black_or_african_american,total_population_american_indian_and_alaska_native,total_population_asian,total_population_native_hawaiian_and_other_pacific_islander,total_population_hispanic_or_latino_origin,total_population_non_hispanic_or_latino_origin,total_lep_households_spanish,total_lep_households_other_indo_european_languages,total_lep_households_asian_and_pacific_island_languages,total_lep_households_other_languages,region
796,3731,3,0,47,0,230,3652,11,0,0,0,Northwest
801,1971,1,0,0,0,317,1830,52,0,0,0,Northwest
1373,3119,104,0,13,0,458,2944,0,0,0,0,Northwest
653,2893,47,44,10,0,85,3055,13,0,0,0,South
1005,3023,67,38,10,0,32,3205,0,0,0,0,South
917,2538,0,10,0,0,0,2548,0,0,0,0,South
962,1854,34,63,59,0,71,2022,21,0,0,0,South
822,2559,6,0,0,0,34,2566,0,0,0,0,South
710,2570,24,3,22,0,124,2594,2,0,11,0,Northwest
573,2733,15,10,2,0,124,2780,0,3,2,0,Northwest
1039,3722,63,12,41,0,76,3857,0,0,0,0,Northwest
1176,4576,146,0,20,17,387,4545,11,0,0,0,Northwest
819,4271,143,31,37,0,264,4276,0,0,0,0,Northwest
1470,3075,80,0,9,0,324,3129,26,0,9,0,Northwest
390,1724,11,13,0,0,46,1725,7,6,0,0,Northwest
816,3407,8,0,39,14,85,3413,0,0,0,0,Northwest
764,3194,28,23,6,0,143,3135,5,9,0,0,Northwest
1074,3885,14,0,0,0,139,3824,0,7,0,0,East
1003,3296,16,2,5,0,23,3335,0,4,0,0,East
708,2760,56,0,0,0,0,2897,0,0,0,0,East
827,2953,23,0,15,0,95,3023,0,0,0,0,East
1823,2679,121,0,2,0,278,2691,0,0,0,0,East
1413,3809,240,0,25,0,67,4007,0,0,0,0,East
890,3209,48,0,120,0,63,3315,0,0,0,0,East
970,4770,67,0,118,0,278,4680,0,0,0,0,East
703,2315,7,0,17,0,177,2280,45,0,0,0,East
793,2372,31,0,6,0,188,2342,7,0,0,0,East
1027,3440,8,2,84,8,73,3590,0,0,18,0,West
330,2218,2,36,0,0,91,2226,0,0,0,0,West
1137,3043,44,0,0,0,213,3076,0,0,0,0,West
977,3403,26,12,94,0,9,3657,0,25,0,0,West
725,2947,22,0,15,0,42,3036,0,0,0,0,West
722,3329,24,0,0,0,34,3403,0,0,0,0,West
394,2352,0,0,10,1,17,2461,0,0,0,0,West
495,3003,0,1,0,0,25,3026,0,0,0,0,West
1246,3349,45,5,16,0,40,3440,0,0,0,0,West
581,1944,2,0,29,0,12,1991,0,1,0,0,West
423,1965,37,0,169,0,43,2180,0,0,0,0,West
2516,3839,186,10,147,0,192,4257,27,0,0,0,West
45,42,3,0,0,0,0,45,0,0,0,0,West
1411,2105,162,5,110,0,68,2393,0,0,0,0,West
958,3821,48,0,127,0,45,4133,0,0,0,0,West
1432,2862,90,0,30,0,82,3106,0,0,0,0,West
680,2075,29,1,0,0,15,2098,0,0,0,0,West
792,2853,0,0,0,0,0,2877,6,4,0,0,West
1419,7069,56,31,63,5,584,6786,23,0,0,0,Northeast
693,6301,0,0,62,0,407,6100,0,0,0,0,Northeast
1253,5735,14,0,0,0,1600,4338,130,6,0,0,Northeast
1662,3930,0,17,0,11,1806,2504,49,0,0,0,Northeast
1763,4140,11,0,14,0,1954,2531,152,0,0,0,Northeast
1599,7663,49,0,172,0,900,7243,0,0,0,0,Northeast
1518,4292,128,0,83,0,1612,3565,46,0,0,0,Northeast
2084,8863,26,0,62,0,631,8559,0,0,0,0,Northeast
1319,4451,92,35,23,0,1163,3872,38,6,0,0,Northeast
584,5305,32,0,350,0,672,5311,52,0,0,0,Northeast
1124,5907,0,35,60,0,609,5468,0,14,15,0,Northeast
1360,3695,60,0,157,0,752,3299,91,0,0,0,Northeast
1346,6925,141,0,83,0,807,6631,69,0,0,0,Northeast
578,4834,28,0,105,0,83,5057,0,7,0,0,Northeast
472,3504,0,29,0,0,174,3400,0,0,0,0,Northeast
620,7684,42,0,81,0,451,7455,11,4,0,0,Northeast
981,5067,131,0,67,0,956,4467,70,0,0,0,Northeast
254,3258,106,0,113,0,361,3203,14,0,0,0,Northeast
680,6044,151,0,99,0,504,5999,28,10,0,0,Northeast
447,4369,23,0,49,0,445,4076,0,10,0,0,Northeast
747,4393,0,0,27,0,572,3974,13,0,0,0,Northeast
694,4475,0,0,193,0,775,4047,41,12,30,0,Northeast
1517,7761,108,0,70,0,1178,6901,79,0,20,0,Northeast
1084,3129,288,0,0,0,879,2644,29,0,0,0,Northeast
1039,4205,85,9,0,0,460,3954,44,0,0,0,Northeast
1323,4024,54,10,302,0,1086,3487,40,0,0,0,Northeast
853,4785,104,0,0,0,776,4147,29,0,0,0,Northeast
1148,5105,66,0,0,0,751,4603,61,31,0,0,Northeast
1228,13757,677,0,1251,40,1967,14167,128,40,0,0,Northeast
484,5075,61,0,88,0,627,4736,7,21,0,0,Northeast
725,8305,85,0,354,0,799,8298,0,26,0,0,Northeast
512,4790,54,0,343,0,355,4973,5,13,10,0,Northeast
681,4837,139,0,399,0,327,5178,0,63,0,0,Northeast
211,4757,62,0,416,0,835,4522,0,19,0,12,Northeast
545,6449,43,16,13,0,757,5805,0,0,0,0,Northeast
1635,5134,0,43,255,0,1688,4140,106,12,0,0,Northeast
890,3847,193,0,76,0,537,3856,9,0,0,0,Northeast
484,5776,75,0,751,0,677,6091,0,15,64,0,Northeast
1042,4232,47,24,394,0,636,4150,13,32,19,0,Northeast
192,3708,0,0,122,0,404,3475,46,56,0,0,Northeast
515,2921,238,12,76,0,439,3067,11,24,13,0,Northeast
639,4579,0,0,61,0,441,4327,10,8,0,0,Northeast
537,2888,64,0,13,0,352,2683,0,42,0,0,Northeast
669,6202,31,16,12,0,760,5635,0,25,0,0,Northeast
1271,7243,111,0,213,0,1037,6943,68,25,0,0,Northeast
538,4456,0,0,96,0,686,4072,31,0,0,0,Northeast
157,4211,33,0,62,0,258,4234,34,0,0,0,Northeast
843,3299,179,0,549,0,579,3757,6,8,0,0,Northeast
399,5495,0,18,117,0,363,5390,0,15,0,0,Northeast
865,4358,79,0,78,0,501,4127,23,22,0,0,Northeast
1155,13561,197,0,569,0,862,13822,3,0,0,0,Northeast
778,4860,221,0,30,0,724,4528,9,0,0,0,Northeast
3672,7161,411,0,191,0,289,7636,0,13,0,0,East
4191,8030,1821,0,537,0,570,10325,0,23,26,0,East
357,3625,107,0,68,0,133,3756,8,0,0,0,East
792,754,64,0,12,0,40,790,0,0,0,0,East
2037,3384,451,57,24,0,236,3806,0,0,0,0,East
1643,4625,662,0,50,0,162,5184,0,75,0,0,East
1896,2784,81,0,170,0,41,3057,0,0,0,0,East
1185,1862,375,21,88,0,118,2346,0,0,22,0,East
260,2673,48,9,54,0,195,2622,0,0,16,0,East
1104,4097,744,0,526,0,431,5106,0,0,0,0,East
251,4961,183,7,822,0,126,6093,0,19,14,0,East
521,2352,91,47,321,0,150,2858,19,0,41,0,East
801,6291,370,35,1174,0,272,8010,105,38,65,0,East
789,3454,568,0,769,0,85,4793,0,17,25,6,East
823,1880,671,39,452,0,205,2972,24,0,0,0,East
705,2153,120,0,148,17,274,2261,0,0,0,0,East
618,1605,136,0,59,0,155,1740,21,0,0,0,East
770,962,149,31,24,0,116,1082,0,0,0,0,East
773,1711,241,5,25,0,335,1674,9,0,0,0,East
525,2907,260,0,24,0,136,3261,0,0,0,0,East
990,2812,662,8,60,0,163,3525,30,3,0,0,East
2000,3422,619,0,32,0,378,3933,51,0,0,0,East
1397,1617,497,7,11,0,547,1696,27,0,4,0,East
1455,1649,689,0,75,0,159,2331,57,12,0,0,East
853,1640,299,22,78,0,237,1921,0,0,19,0,East
576,3058,94,16,81,0,72,3215,0,0,0,7,East
1265,4227,318,0,182,0,694,4144,220,0,28,0,East
192,1473,74,0,0,0,75,1552,0,0,0,0,East
860,7134,621,16,1420,0,316,9217,0,73,104,0,East
995,6597,105,0,100,0,113,6880,0,0,0,0,East
126,1021,26,0,11,0,0,1071,0,0,0,0,East
621,3072,66,0,12,0,22,3222,0,0,0,0,East
895,9172,182,0,447,16,171,9909,0,0,0,0,East
694,2396,0,0,0,0,0,2405,0,0,0,0,East
347,2442,0,2,0,0,0,2475,0,0,0,0,East
650,1916,0,5,0,0,266,1710,0,0,0,0,East
474,2111,2,5,6,0,61,2083,0,0,0,0,East
870,4787,69,0,13,0,108,4845,0,4,0,0,East
803,3218,193,20,414,0,90,3780,0,0,18,0,East
1904,3029,672,0,96,0,143,3867,0,0,0,0,East
829,3582,35,1,13,0,43,3606,0,0,0,0,East
1842,1256,981,0,0,0,25,2586,25,0,0,0,East
1699,1579,1639,27,6,0,144,3333,0,0,6,0,East
574,583,406,6,0,0,19,1102,0,0,0,0,East
1809,1812,638,21,25,0,109,2797,0,0,7,0,East
1551,601,1055,0,0,0,16,1881,5,0,0,0,East
1011,611,931,0,79,0,4,1690,0,0,19,0,East
531,737,200,13,0,0,32,1007,0,0,0,0,East
1193,2845,286,34,54,0,201,3174,0,0,0,0,East
1048,1955,873,0,14,0,105,2833,0,0,0,0,East
492,2100,282,14,17,0,30,2465,0,0,0,0,East
742,2049,535,0,0,0,39,2563,0,0,0,0,East
629,3631,161,0,0,0,88,3858,0,0,0,0,East
530,1184,348,35,60,0,0,1728,0,0,0,0,East
836,1711,344,7,8,4,102,2101,0,0,0,0,East
441,1846,325,0,14,0,57,2323,7,0,0,0,East
911,1873,200,0,11,0,12,2153,0,0,11,0,East
949,1303,407,10,0,0,60,1838,0,0,0,0,East
1710,1983,1047,0,58,0,342,3020,0,0,0,0,East
595,860,19,0,0,0,24,1126,0,0,0,0,East
1316,4146,451,10,63,2,25,4900,1,0,0,0,East
401,2856,0,3,0,0,16,2877,0,0,0,0,East
317,2249,163,0,33,0,22,2531,11,0,0,0,East
724,4345,210,0,57,0,68,4714,0,0,0,0,East
1095,6053,334,38,41,0,29,6943,0,0,0,0,East
533,3842,93,11,24,0,0,4128,0,0,0,0,East
279,1804,9,0,0,0,5,1901,0,0,0,0,East
625,2246,12,9,14,0,7,2414,0,0,0,0,East
799,4189,15,0,7,0,77,4263,0,0,7,0,East
384,3015,55,0,357,0,93,3476,0,0,0,0,East
1086,4219,419,0,0,0,23,4894,0,0,0,0,East
1894,2444,720,0,93,0,220,3452,0,0,18,0,East
1254,4236,406,0,6,6,115,4812,0,15,0,0,East
541,3204,28,6,13,0,35,3359,0,0,0,0,East
1319,321,1130,0,10,0,53,1565,0,0,0,0,East
1102,3131,0,0,0,0,28,3115,0,0,0,0,West
963,3078,11,0,40,0,20,3126,2,0,0,0,West
779,2425,12,0,0,0,29,2445,0,0,0,0,West
338,2648,1,0,39,0,0,2729,0,9,0,0,West
1783,4565,138,20,0,0,160,4786,0,0,0,0,West
417,2467,0,0,0,0,17,2510,0,0,0,0,West
868,4525,44,13,0,0,50,4554,0,0,0,0,West
1144,3761,106,25,4,0,94,3922,0,0,0,0,West
648,2548,9,3,0,0,82,2525,0,0,0,0,West
1191,3172,4,15,92,0,39,3321,0,0,45,0,West
1325,3316,9,19,26,0,21,3420,0,4,0,0,West
742,2562,13,0,17,0,0,2592,0,0,0,0,West
1399,4887,0,0,0,0,0,4894,0,0,0,0,West
853,2338,68,0,29,0,164,2491,8,0,0,0,South
1821,3394,829,62,96,0,432,3989,0,0,39,0,South
1901,3079,720,57,0,0,438,3842,14,0,0,0,South
1417,1188,1095,12,12,0,33,2300,0,0,0,0,South
1233,110,1928,0,15,0,17,2078,0,0,0,0,South
537,1895,59,0,19,0,106,1908,0,4,0,0,South
1984,5804,473,28,0,0,516,5789,0,17,0,0,South
1714,4455,430,19,8,0,746,4396,0,0,0,0,South
764,3367,35,0,0,0,94,3396,10,0,0,0,South
1165,5071,121,0,0,0,170,5065,0,0,0,0,South
920,2532,230,19,117,0,344,2732,9,0,0,0,South
1097,2332,51,8,11,2,22,2433,0,0,0,0,South
1946,5667,140,20,74,0,15,6012,0,0,0,0,South
596,1614,110,0,0,0,0,1738,0,5,0,0,South
2021,4551,267,0,89,0,29,4999,0,0,0,0,South
1123,2600,443,0,0,0,27,3069,0,0,0,0,South
1153,2046,666,0,0,0,43,2797,0,0,0,0,South
1472,2480,57,0,0,0,26,2594,0,0,0,0,South
1215,5109,0,0,26,0,21,5200,0,7,0,0,South
485,2700,17,0,0,0,70,2701,0,9,0,0,South
1236,5676,168,0,19,0,72,5837,0,0,0,0,South
328,1658,64,0,0,4,85,1697,0,0,0,0,South
1516,4081,255,12,6,0,165,4280,6,0,0,0,South
144,622,0,0,0,0,0,639,0,0,0,0,South
1887,2966,1088,0,97,0,111,4256,0,0,0,0,South
1641,1394,1381,11,5,0,22,3020,11,0,0,8,South
1390,2386,719,0,0,0,65,3262,0,0,0,0,South
535,1447,251,0,0,0,28,1743,0,9,0,0,South
819,1208,398,8,0,0,17,1614,0,0,0,0,South
754,960,705,0,0,0,6,1678,7,3,0,0,South
1379,1945,375,14,0,0,67,2396,0,6,0,0,South
1590,6158,684,0,42,0,71,6962,0,0,0,0,South
1597,7021,399,0,1,13,96,7438,0,0,0,0,South
578,2866,90,0,77,0,106,2961,0,0,0,0,South
219,3229,91,30,47,0,22,3450,0,0,12,0,South
776,7913,15,0,33,0,93,7945,0,0,0,0,South
547,2698,200,0,34,0,19,3010,0,0,0,0,South
1288,4142,375,0,112,0,133,4717,0,0,10,0,South
1037,3723,430,0,89,0,45,4303,0,16,22,0,South
1035,6045,530,66,188,0,132,6871,0,0,0,0,South
1957,3590,444,0,124,0,426,3854,18,0,4,0,South
1254,7830,412,18,254,0,470,8334,10,0,0,0,South
735,5156,271,20,172,0,56,5604,0,0,0,0,South
1402,3618,635,16,40,0,112,4328,0,0,0,0,South
1023,2120,223,0,0,0,155,2398,0,0,0,0,South
1020,3000,682,0,36,0,139,3657,0,0,0,0,South
2699,4513,1543,0,25,0,415,5968,0,0,0,0,South
994,5474,4,44,0,0,102,5596,0,0,0,0,South
958,7383,49,0,46,0,303,7290,10,0,0,0,South
448,4714,26,8,36,0,107,4732,0,0,0,0,South
1515,9354,345,0,217,0,312,9917,0,27,13,0,South
282,3885,159,0,64,0,95,4068,26,11,0,0,South
430,3217,0,0,73,0,33,3257,0,0,0,0,South
248,1695,0,0,63,0,20,1758,0,0,10,0,South
1670,5877,221,0,230,0,328,6231,0,0,17,0,South
412,5721,12,0,96,0,203,5661,35,0,0,0,South
423,5688,0,0,6,0,22,5697,0,3,0,0,South
540,5137,17,0,13,8,38,5230,0,0,0,2,South
842,4016,6,17,3,0,114,3956,11,0,2,0,South
1548,1569,781,0,0,0,203,2370,9,0,0,0,South
871,2994,35,0,0,0,14,3038,0,0,0,0,South
918,3241,0,19,0,0,30,3256,0,3,0,0,South
562,2420,0,0,3,0,17,2441,0,0,0,0,South
971,2240,11,7,2,0,19,2314,0,0,0,0,South
837,2696,38,0,3,0,88,2723,0,3,0,0,South
1426,3961,36,0,71,0,131,4026,0,0,0,0,South
1319,2797,47,8,9,0,5,2930,0,0,6,8,South
938,3865,3,24,23,0,25,3949,0,0,0,0,South
953,3316,10,3,0,0,42,3385,0,0,0,0,South
1097,3014,423,9,66,0,157,3501,0,0,0,0,South
976,2147,39,7,0,0,30,2200,0,0,0,0,South
1136,1547,225,0,13,0,71,1921,0,0,0,7,South
2007,2643,490,4,45,0,62,3292,0,14,0,0,South
587,2420,3,0,8,0,102,2378,8,0,0,0,Northwest
687,2467,0,0,8,0,5,2602,0,0,0,0,Northwest
425,1925,0,0,2,0,26,1912,0,0,0,0,Northwest
513,2486,6,4,11,0,42,2490,0,0,0,0,Northwest
415,1664,0,2,15,0,166,1557,8,0,0,0,Northwest
647,2554,37,0,0,0,28,2575,0,0,0,0,West
645,1696,0,4,0,0,46,1763,0,0,0,0,West
1615,3084,0,0,0,0,2,3114,0,0,0,0,West
455,1480,0,11,0,0,0,1527,0,0,0,0,West
444,1840,6,7,24,0,40,1864,0,0,0,0,West
846,2344,27,0,0,0,28,2371,0,0,0,0,West
1284,4374,163,6,0,0,71,4612,0,0,0,0,South
1637,3578,351,0,7,0,250,3751,0,0,0,0,South
1028,3021,219,0,2,0,95,3234,0,0,2,0,South
1043,1702,77,0,20,0,0,1905,0,0,0,0,South
826,5728,5,33,16,0,86,5783,0,0,0,0,West
988,3698,0,0,27,0,59,3811,0,0,0,0,West
596,2344,27,0,0,0,43,2330,0,0,0,0,West
790,4465,30,2,13,0,175,4409,0,0,4,0,Northwest
948,3274,0,6,7,0,31,3321,3,0,0,0,Northwest
707,3303,22,0,38,0,71,3319,0,0,0,0,Northwest
817,3912,0,7,3,0,102,3932,0,0,0,0,Northwest
975,7779,0,0,30,0,54,7854,0,0,0,0,South
572,4765,0,0,172,0,131,4902,0,0,26,0,South
600,6126,13,0,158,0,39,6310,0,0,50,0,South
401,4552,3,0,9,0,151,4497,0,0,0,0,South
1115,6358,26,0,72,0,147,6386,0,0,0,0,South
466,3402,0,0,3,0,0,3410,0,0,0,0,South
852,3070,14,0,10,0,11,3156,0,0,10,0,West
965,2408,2,0,0,0,29,2398,0,0,0,0,West
932,2964,1,13,22,0,101,2921,0,5,0,0,West
739,3184,0,0,0,14,32,3166,0,5,0,0,West
1071,2519,6,24,28,0,43,2649,5,0,0,0,West
1367,3347,36,0,0,0,34,3349,0,0,0,0,West
1412,4375,13,0,4,0,29,4404,4,0,0,0,West
960,3481,0,10,11,0,1,3514,0,0,0,0,West
733,2383,0,0,0,0,39,2350,0,0,0,0,West
827,3044,17,0,42,0,9,3117,0,0,0,0,West
1210,2557,325,0,24,0,285,2688,0,53,0,0,West
730,1718,319,45,0,0,48,2039,0,0,0,0,West
1376,2913,435,0,0,0,69,3454,0,0,0,0,West
687,4151,40,0,79,0,0,4343,0,0,0,0,West
1199,2329,255,0,0,0,4,2685,0,0,0,0,West
1081,3290,47,9,17,0,32,3452,0,0,0,0,West
635,2960,50,6,28,0,9,3047,0,0,20,0,West
788,3190,21,0,30,0,13,3255,0,0,0,0,West
893,4750,0,32,23,0,48,4791,0,39,0,0,East
701,2296,51,26,0,0,27,2375,0,0,0,0,East
608,2948,0,0,0,0,43,2939,0,0,0,0,East
1310,4087,12,0,0,0,73,4067,0,0,0,0,East
621,4209,9,0,48,16,105,4205,0,0,0,0,Northwest
872,3373,38,0,42,0,125,3390,0,0,0,0,Northwest
1435,4007,0,14,0,0,0,4094,0,0,0,0,Northwest
1675,6444,3,2,13,0,618,6043,10,2,0,5,Northwest
1472,4438,27,4,10,0,1086,3707,53,0,0,0,Northwest
1523,5155,0,124,30,0,1333,4448,103,16,13,0,Northwest
770,4669,0,0,26,0,62,4649,0,0,0,0,Northwest
1074,3971,0,7,9,8,194,3895,0,0,0,0,Northwest
1065,4165,46,12,55,0,198,4161,0,17,0,0,Northwest
1199,2562,312,0,10,0,1136,2136,68,0,0,0,Northwest
739,4440,0,0,28,0,268,4359,21,0,0,0,Northwest
897,412,795,0,0,0,44,1169,0,0,0,0,West
1273,627,1005,0,0,0,206,1575,0,0,0,0,West
1021,923,687,3,0,0,202,1474,43,0,0,0,West
935,428,887,0,0,0,114,1342,0,0,0,0,West
1983,1075,1965,0,0,0,232,3020,28,0,0,0,West
2198,540,2083,0,0,0,93,2547,8,0,0,0,West
878,566,471,3,60,0,150,1085,5,30,0,0,West
1639,891,872,0,0,0,415,1512,18,0,0,0,West
1275,1021,571,5,0,0,272,1454,13,0,0,0,West
2934,1289,2212,0,27,8,285,3751,54,0,0,0,West
1739,1678,859,0,92,0,169,2684,0,0,0,0,West
556,1019,96,0,63,0,15,1185,0,11,0,0,West
360,1128,162,0,53,0,7,1364,0,0,0,0,West
2418,1489,2875,0,75,0,459,4216,0,0,0,0,West
1603,2252,1528,0,15,0,385,3632,0,0,0,0,West
878,4215,433,0,234,0,178,4853,0,70,17,0,West
1252,2568,1114,30,0,0,481,3971,0,10,0,0,West
2300,1260,2021,0,30,0,257,3636,0,0,0,0,West
495,1519,52,4,42,0,15,1672,16,0,0,0,West
982,1842,1448,42,185,0,153,3525,10,0,12,0,West
864,2176,839,14,44,0,261,2913,9,0,0,0,West
726,2427,708,0,68,0,92,3252,0,0,9,0,West
981,2971,307,0,118,0,78,3475,32,0,0,0,West
932,3734,654,0,319,0,273,4829,0,30,8,9,West
1263,3488,990,0,328,0,488,4906,0,0,15,0,West
774,4448,542,63,735,0,74,5838,12,0,17,12,West
947,3097,486,0,411,0,76,4407,0,17,16,15,West
365,2589,34,8,62,0,180,2659,0,0,0,0,West
1174,8102,412,220,1927,0,630,10474,0,26,107,0,West
267,3386,79,0,179,0,110,3642,0,0,0,0,West
561,2531,0,0,0,0,183,2392,0,0,0,0,West
2164,4932,39,0,120,0,189,5251,0,0,22,0,West
403,3372,0,3,82,0,13,3444,0,0,0,0,West
755,3123,18,3,9,0,233,3035,0,0,0,0,West
669,6067,114,19,986,3,130,7285,0,9,2,0,West
975,4479,0,38,51,0,33,4572,0,0,0,0,West
933,5201,484,5,828,0,414,6308,0,0,40,0,West
1082,1714,805,0,61,0,50,2667,0,22,12,0,West
827,2995,99,0,49,0,90,3168,20,0,0,0,West
1198,2126,91,0,13,0,22,2393,12,0,0,0,West
1474,3155,671,0,8,0,0,4286,0,0,0,0,West
1264,4059,166,11,0,0,47,4295,0,0,0,0,West
1416,5227,55,0,34,0,49,5380,0,0,0,0,West
694,4532,20,3,22,0,31,4583,9,0,4,0,West
1107,3826,202,25,0,0,140,4025,0,0,0,0,West
677,3608,5,0,6,0,20,3609,0,0,0,0,West
607,4674,10,0,14,0,123,4616,0,0,0,0,West
1510,344,1528,0,13,0,307,1854,23,0,0,0,West
701,2824,0,1,0,0,55,2829,9,0,0,0,South
1808,4598,43,0,89,0,142,4665,0,28,0,0,South
583,2187,2,0,0,0,6,2191,0,0,0,0,South
1025,2379,75,13,1,0,90,2515,6,0,0,0,South
428,2152,47,13,9,0,57,2187,0,0,4,0,South
1563,3572,85,0,47,0,51,3721,0,0,13,0,South
423,4196,6,0,0,0,84,4162,0,0,0,0,East
951,5980,41,9,85,0,95,6181,0,0,12,0,East
910,2829,4,0,3,0,42,2839,2,0,0,0,East
457,2874,2,0,0,0,1,2924,0,0,0,0,East
1252,3314,13,4,9,0,99,3353,0,0,0,0,West
781,2538,19,0,1,0,24,2577,0,0,0,0,West
887,2878,0,3,10,0,10,2904,0,0,0,0,West
1335,4086,6,0,28,0,31,4093,0,0,0,0,West
872,2026,40,18,1,0,8,2095,0,0,0,0,West
752,2100,47,0,16,0,0,2172,0,0,0,0,South
744,1698,65,0,8,0,104,1767,0,0,0,0,South
1296,2194,541,0,7,0,60,2819,1,0,2,0,South
1351,1386,1109,6,0,0,51,2521,6,3,0,0,South
543,2743,0,0,0,0,188,2626,18,0,0,0,Northwest
542,2733,37,0,46,0,125,2723,0,0,2,0,Northwest
592,1761,30,3,66,0,7,1908,0,0,0,0,South
1286,3083,933,0,82,0,107,4129,0,10,0,0,South
1174,2713,9,0,0,0,29,2774,4,0,0,0,South
997,4394,0,22,0,0,70,4410,0,0,0,0,South
820,3303,2,4,0,3,21,3323,0,0,0,0,South
474,2481,1,0,0,0,0,2482,0,10,0,0,South
1252,3266,140,10,9,0,211,3372,2,0,0,5,South
753,2676,27,0,0,0,45,2675,2,0,0,0,South
773,2652,30,18,18,0,129,2775,0,0,0,0,South
768,3680,9,0,3,0,31,3705,0,22,0,0,South
928,1661,3,0,17,0,0,1721,0,0,9,0,South
1225,3847,0,71,30,0,224,3907,0,0,0,0,South
1223,2555,96,0,15,0,6,2660,0,0,0,0,South
767,3155,0,0,10,0,0,3210,0,0,0,0,South
1266,7126,94,74,38,0,289,7329,0,4,0,0,Northwest
963,2729,586,5,11,0,284,3259,0,57,0,0,Northwest
2208,5217,520,45,88,4,1118,5263,3,57,0,0,Northwest
1056,3889,413,0,85,0,619,4242,45,0,28,0,Northwest
786,1626,328,4,25,0,800,1417,36,7,0,0,Northwest
614,1082,161,24,43,0,441,1064,3,0,0,0,Northwest
985,4535,247,22,0,0,1126,4031,45,0,0,0,Northwest
1061,3795,613,0,495,0,635,4735,0,41,99,0,Northwest
1183,2589,657,8,147,5,390,3289,0,71,57,48,Northwest
784,3061,163,61,142,0,380,3245,12,0,0,18,Northwest
464,3461,99,11,509,0,33,4110,0,14,4,11,Northwest
1064,3718,655,0,165,0,959,4067,0,103,0,0,Northwest
440,990,196,0,0,0,283,1021,12,0,0,0,Northwest
995,3791,66,46,99,0,361,3809,0,0,14,0,Northwest
685,1799,37,0,9,4,405,1753,44,0,0,0,Northwest
1709,3231,262,15,0,0,1108,2755,26,45,0,0,Northwest
915,4371,204,0,21,0,364,4358,0,0,0,0,Northwest
567,1277,45,3,0,0,88,1294,3,0,0,5,Northwest
601,3264,193,30,33,0,746,3358,11,0,0,0,Northwest
744,2355,47,0,0,0,321,2220,0,0,0,0,Northwest
1451,2840,165,0,32,0,1304,2319,20,0,0,0,Northwest
1192,1538,231,12,21,0,1058,1088,42,4,0,0,Northwest
950,842,943,0,82,4,103,1805,8,0,32,15,Northwest
1314,2720,429,11,72,8,538,2959,9,0,0,0,Northwest
587,2210,105,9,10,0,246,2229,0,9,0,0,Northwest
613,3393,133,11,99,0,261,3454,31,0,10,11,Northwest
514,2018,41,0,295,0,128,2288,0,0,72,0,Northwest
1357,4063,612,0,100,8,644,4294,25,0,0,0,Northwest
1640,2157,605,8,102,0,257,2899,0,0,17,0,Northwest
1143,849,1094,9,32,0,248,2020,0,0,6,0,Northwest
1093,311,1284,3,187,0,196,1717,0,0,4,46,Northwest
1133,1023,826,7,59,0,443,1719,39,0,0,10,Northwest
760,4000,29,12,23,0,203,3913,0,0,0,0,Northwest
386,3486,0,11,0,0,142,3508,0,0,0,0,Northwest
1069,4610,456,8,5,23,207,5092,7,0,0,0,Northwest
393,3412,4,0,23,0,118,3408,0,0,0,0,Northwest
1222,3596,313,45,50,0,310,3756,13,26,0,0,Northwest
816,2439,48,0,8,4,127,2414,0,0,0,0,Northwest
1079,1043,536,35,309,0,49,1956,4,14,12,14,Northwest
1167,1523,423,47,19,0,631,1464,33,0,3,0,Northwest
1094,86,1532,0,0,0,41,1618,20,0,0,0,South
1713,20,2803,0,0,0,29,2809,0,0,0,0,South
2489,93,3331,0,0,0,118,3440,0,0,0,17,South
758,10,1462,0,0,0,0,1484,0,0,0,0,South
1351,63,2522,0,0,0,0,2607,0,0,0,0,South
1700,51,3684,19,16,0,33,3737,0,0,0,0,South
1775,32,3239,0,51,0,0,3345,0,0,0,0,South
389,766,1268,3,38,0,49,2065,4,0,0,0,South
820,1620,956,0,0,0,106,2536,46,10,0,0,South
1179,2789,1321,0,14,0,0,4348,0,0,0,0,South
1906,2865,1620,59,56,0,256,5032,0,16,0,0,South
1598,3005,1225,0,0,26,92,4230,0,0,0,0,South
345,1929,451,0,0,0,0,2422,0,0,0,0,South
919,1419,370,27,0,0,88,1949,28,11,0,0,South
1295,4220,780,25,104,0,77,5382,0,0,16,0,South
1022,2736,306,9,0,0,148,3119,0,0,0,0,South
1266,1421,3,59,6,0,1670,500,73,0,0,0,South
1473,54,1767,13,11,0,187,1830,0,0,0,0,South
2899,2505,2599,41,377,0,10,5691,77,0,92,0,South
1164,0,1571,0,0,0,20,1626,0,0,0,0,South
1884,1967,358,0,5,0,1268,1848,0,0,5,0,South
516,19,924,0,3,0,17,942,0,6,0,0,South
2750,1904,3594,35,23,0,16,5595,13,0,0,0,South
1790,903,2529,0,9,0,105,3389,0,0,0,0,South
644,10,871,79,0,0,0,982,0,0,0,0,South
2596,150,2980,0,0,8,0,3138,0,0,0,0,South
759,94,1638,0,11,0,0,1743,0,0,0,0,South
2599,6954,247,24,0,0,145,7159,0,0,0,0,South
892,4816,718,0,35,0,288,5367,0,0,0,0,South
743,6368,20,0,0,0,153,6235,0,0,0,0,South
