"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M"
"id","Geographic Area Name","Estimate!!Total!!All households","Margin of Error!!Total!!All households","Estimate!!Total!!All households!!Households speaking --!!Spanish","Margin of Error!!Total!!All households!!Households speaking --!!Spanish","Estimate!!Total!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Total!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Total!!All households!!Households speaking --!!Other languages","Margin of Error!!Total!!All households!!Households speaking --!!Other languages","Estimate!!Percent!!All households","Margin of Error!!Percent!!All households","Estimate!!Percent!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent!!All households!!Households speaking --!!Spanish","Estimate!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other languages","Estimate!!Limited English-speaking households!!All households","Margin of Error!!Limited English-speaking households!!All households","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Estimate!!Percent limited English-speaking households!!All households","Margin of Error!!Percent limited English-speaking households!!All households","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages"
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","2213","96","385","167","593","184","464","184","98","94","(X)","(X)","17.4","7.4","26.8","8.2","21.0","8.4","4.4","4.3","484","178","78","80","162","99","210","143","34","54","21.9","7.9","20.3","17.7","27.3","14.6","45.3","22.4","34.7","50.5"
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","2315","157","431","167","579","179","289","111","467","192","(X)","(X)","18.6","6.8","25.0","7.6","12.5","5.0","20.2","8.0","453","176","65","78","109","84","55","67","224","150","19.6","7.4","15.1","17.8","18.8","14.0","19.0","21.2","48.0","24.6"
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","1950","93","393","111","370","119","230","83","334","129","(X)","(X)","20.2","5.5","19.0","6.1","11.8","4.3","17.1","6.4","352","132","57","59","100","64","74","45","121","87","18.1","6.7","14.5","14.5","27.0","14.6","32.2","15.8","36.2","19.2"
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","1649","83","293","111","491","122","236","71","99","63","(X)","(X)","17.8","6.6","29.8","7.6","14.3","4.4","6.0","3.9","432","133","81","66","149","81","132","52","70","59","26.2","8.0","27.6","19.5","30.3","13.5","55.9","16.5","70.7","27.8"
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","2035","208","332","129","334","132","217","103","111","83","(X)","(X)","16.3","6.0","16.4","6.3","10.7","5.1","5.5","4.0","433","141","158","102","108","76","88","70","79","75","21.3","6.6","47.6","25.8","32.3","17.8","40.6","25.1","71.2","39.3"
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","1864","125","162","57","161","75","161","61","66","58","(X)","(X)","8.7","3.1","8.6","4.0","8.6","3.2","3.5","3.1","109","61","20","23","39","43","50","32","0","11","5.8","3.2","12.3","13.9","24.2","23.5","31.1","21.7","0.0","34.6"
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","885","108","79","65","106","62","34","28","55","40","(X)","(X)","8.9","7.2","12.0","6.9","3.8","3.2","6.2","4.5","82","56","9","13","58","53","15","21","0","11","9.3","6.1","11.4","17.4","54.7","28.8","44.1","49.5","0.0","38.4"
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1050","77","59","51","289","94","38","38","28","31","(X)","(X)","5.6","4.8","27.5","8.8","3.6","3.6","2.7","3.0","50","50","22","35","28","33","0","11","0","11","4.8","4.7","37.3","47.4","9.7","11.2","0.0","46.2","0.0","53.8"
"1400000US17031030200","Census Tract 302, Cook County, Illinois","2610","125","299","148","210","103","23","28","40","45","(X)","(X)","11.5","5.6","8.0","3.9","0.9","1.1","1.5","1.7","134","125","108","115","16","25","10","18","0","16","5.1","4.7","36.1","31.6","7.6","11.9","43.5","56.5","0.0","45.1"
"1400000US17031030300","Census Tract 303, Cook County, Illinois","1513","80","333","103","180","76","107","52","121","77","(X)","(X)","22.0","6.6","11.9","4.9","7.1","3.5","8.0","5.1","240","92","63","41","91","58","41","37","45","43","15.9","6.2","18.9","12.2","50.6","24.0","38.3","26.6","37.2","36.4"
"1400000US17031030400","Census Tract 304, Cook County, Illinois","1318","72","292","79","67","43","60","39","20","21","(X)","(X)","22.2","5.9","5.1","3.2","4.6","2.9","1.5","1.6","175","65","127","65","22","31","26","34","0","11","13.3","4.9","43.5","19.3","32.8","39.2","43.3","41.9","0.0","63.7"
"1400000US17031030500","Census Tract 305, Cook County, Illinois","2932","183","596","162","126","68","105","73","49","59","(X)","(X)","20.3","5.3","4.3","2.4","3.6","2.5","1.7","2.0","183","113","91","97","32","40","60","52","0","16","6.2","3.8","15.3","14.9","25.4","30.0","57.1","40.5","0.0","40.7"
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","1701","131","180","91","435","122","210","117","128","92","(X)","(X)","10.6","5.2","25.6","7.2","12.3","6.7","7.5","5.4","496","154","99","73","183","86","163","104","51","51","29.2","8.5","55.0","29.0","42.1","16.8","77.6","25.5","39.8","39.1"
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","1470","92","219","96","257","96","92","54","115","74","(X)","(X)","14.9","6.6","17.5","6.4","6.3","3.7","7.8","5.0","239","84","51","47","114","77","45","44","29","25","16.3","5.5","23.3","19.7","44.4","19.0","48.9","32.1","25.2","23.3"
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","2362","144","174","84","500","131","213","73","68","74","(X)","(X)","7.4","3.6","21.2","5.4","9.0","3.1","2.9","3.1","290","114","18","28","174","97","98","54","0","11","12.3","4.8","10.3","15.8","34.8","15.2","46.0","19.8","0.0","33.9"
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","906","55","79","46","111","59","47","37","54","34","(X)","(X)","8.7","5.0","12.3","6.4","5.2","4.0","6.0","3.7","89","47","17","27","41","31","14","13","17","25","9.8","5.0","21.5","28.9","36.9","23.6","29.8","27.9","31.5","38.4"
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","1473","99","104","63","249","83","129","62","35","24","(X)","(X)","7.1","4.1","16.9","6.0","8.8","4.1","2.4","1.7","111","53","10","15","39","33","54","38","8","13","7.5","3.6","9.6","14.8","15.7","14.0","41.9","20.7","22.9","36.4"
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","1808","101","116","57","419","104","35","29","39","36","(X)","(X)","6.4","3.1","23.2","5.3","1.9","1.6","2.2","2.0","298","105","0","11","283","100","15","24","0","11","16.5","5.6","0.0","22.5","67.5","12.0","42.9","54.9","0.0","45.6"
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","1967","167","104","77","180","87","246","129","75","56","(X)","(X)","5.3","3.9","9.2","4.5","12.5","6.4","3.8","2.8","192","110","40","57","57","50","67","81","28","35","9.8","5.6","38.5","44.0","31.7","29.3","27.2","28.4","37.3","43.6"
"1400000US17031030800","Census Tract 308, Cook County, Illinois","1950","177","216","114","157","88","97","52","32","36","(X)","(X)","11.1","5.7","8.1","4.4","5.0","2.7","1.6","1.9","15","25","15","25","0","11","0","11","0","11","0.8","1.3","6.9","12.1","0.0","17.3","0.0","26.1","0.0","50.4"
"1400000US17031030900","Census Tract 309, Cook County, Illinois","1431","107","128","47","176","104","79","44","49","54","(X)","(X)","8.9","3.3","12.3","7.3","5.5","3.1","3.4","3.8","45","37","26","28","9","18","10","16","0","11","3.1","2.6","20.3","21.4","5.1","10.9","12.7","19.1","0.0","40.7"
"1400000US17031031000","Census Tract 310, Cook County, Illinois","1998","101","364","109","243","100","89","51","0","11","(X)","(X)","18.2","5.2","12.2","5.0","4.5","2.6","0.0","1.5","65","48","37","33","28","35","0","11","0","11","3.3","2.4","10.2","9.1","11.5","13.8","0.0","27.9","-","**"
"1400000US17031031100","Census Tract 311, Cook County, Illinois","2329","110","270","150","182","97","186","104","25","28","(X)","(X)","11.6","6.5","7.8","4.1","8.0","4.4","1.1","1.2","114","87","42","65","0","11","60","58","12","20","4.9","3.8","15.6","22.7","0.0","15.2","32.3","27.6","48.0","52.0"
"1400000US17031031200","Census Tract 312, Cook County, Illinois","2846","159","412","160","266","122","354","127","180","57","(X)","(X)","14.5","5.6","9.3","4.3","12.4","4.6","6.3","2.0","516","194","205","126","93","93","77","85","141","75","18.1","6.6","49.8","23.7","35.0","27.8","21.8","21.8","78.3","26.8"
"1400000US17031031300","Census Tract 313, Cook County, Illinois","4225","163","429","156","751","205","522","160","234","119","(X)","(X)","10.2","3.6","17.8","4.7","12.4","3.8","5.5","2.8","718","185","15","25","249","138","410","166","44","72","17.0","4.4","3.5","6.4","33.2","16.9","78.5","14.1","18.8","28.0"
"1400000US17031031400","Census Tract 314, Cook County, Illinois","3105","200","136","79","361","121","195","114","17","27","(X)","(X)","4.4","2.5","11.6","3.9","6.3","3.6","0.5","0.9","30","38","0","11","13","23","17","28","0","11","1.0","1.2","0.0","19.7","3.6","7.0","8.7","13.9","0.0","69.1"
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","1916","83","255","96","213","73","366","111","308","108","(X)","(X)","13.3","5.1","11.1","3.8","19.1","5.6","16.1","5.5","577","137","64","51","110","63","227","84","176","91","30.1","6.8","25.1","19.4","51.6","20.2","62.0","17.6","57.1","19.0"
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","2375","109","327","127","196","111","79","66","362","144","(X)","(X)","13.8","5.3","8.3","4.7","3.3","2.8","15.2","6.0","414","153","84","76","129","82","79","66","122","85","17.4","6.4","25.7","21.3","65.8","25.2","100.0","30.6","33.7","20.0"
"1400000US17031031700","Census Tract 317, Cook County, Illinois","3617","171","262","110","334","167","101","69","86","67","(X)","(X)","7.2","3.0","9.2","4.6","2.8","1.9","2.4","1.8","146","105","32","38","74","81","19","30","21","32","4.0","2.9","12.2","14.7","22.2","21.2","18.8","27.5","24.4","39.1"
"1400000US17031031800","Census Tract 318, Cook County, Illinois","978","51","64","30","92","33","7","10","13","13","(X)","(X)","6.5","3.1","9.4","3.3","0.7","1.0","1.3","1.3","7","10","0","11","0","11","7","10","0","11","0.7","1.0","0.0","35.3","0.0","27.2","100.0","100.0","0.0","79.0"
"1400000US17031031900","Census Tract 319, Cook County, Illinois","1270","65","109","61","105","59","61","47","0","11","(X)","(X)","8.6","4.8","8.3","4.7","4.8","3.7","0.0","2.3","29","24","22","20","7","11","0","11","0","11","2.3","1.9","20.2","18.9","6.7","11.0","0.0","36.3","-","**"
"1400000US17031032100","Census Tract 321, Cook County, Illinois","4043","259","589","296","756","328","176","104","120","136","(X)","(X)","14.6","7.2","18.7","8.1","4.4","2.6","3.0","3.4","560","259","130","146","258","173","102","89","70","115","13.9","6.3","22.1","23.0","34.1","18.0","58.0","34.8","58.3","57.7"
"1400000US17031040100","Census Tract 401, Cook County, Illinois","1648","107","246","81","71","38","62","39","78","54","(X)","(X)","14.9","4.8","4.3","2.3","3.8","2.4","4.7","3.2","85","65","40","41","0","11","0","11","45","50","5.2","3.9","16.3","15.6","0.0","33.0","0.0","36.0","57.7","35.7"
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","2994","107","568","163","302","124","241","100","11","20","(X)","(X)","19.0","5.3","10.1","4.1","8.0","3.3","0.4","0.7","175","78","68","42","27","30","69","55","11","20","5.8","2.6","12.0","7.2","8.9","9.6","28.6","26.2","100.0","85.9"
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","2963","163","528","173","518","187","534","207","347","169","(X)","(X)","17.8","5.6","17.5","6.4","18.0","7.0","11.7","5.7","559","166","152","128","293","143","55","52","59","80","18.9","5.6","28.8","21.2","56.6","20.0","10.3","9.6","17.0","22.6"
"1400000US17031040300","Census Tract 403, Cook County, Illinois","1081","70","60","43","246","98","283","109","13","19","(X)","(X)","5.6","3.9","22.8","9.2","26.2","9.6","1.2","1.8","104","84","0","11","28","31","76","76","0","11","9.6","7.7","0.0","36.7","11.4","11.9","26.9","24.1","0.0","79.0"
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","1267","116","269","115","68","57","56","37","0","11","(X)","(X)","21.2","8.7","5.4","4.3","4.4","2.9","0.0","2.3","44","56","35","55","0","11","9","14","0","11","3.5","4.4","13.0","18.1","0.0","33.9","16.1","23.8","-","**"
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","2551","146","140","105","164","79","103","102","0","16","(X)","(X)","5.5","4.1","6.4","3.1","4.0","4.0","0.0","1.2","16","27","16","27","0","16","0","16","0","16","0.6","1.1","11.4","20.0","0.0","16.6","0.0","24.9","-","**"
"1400000US17031040600","Census Tract 406, Cook County, Illinois","1160","90","190","84","89","61","10","16","31","38","(X)","(X)","16.4","7.1","7.7","5.1","0.9","1.3","2.7","3.3","0","11","0","11","0","11","0","11","0","11","0.0","2.5","0.0","14.6","0.0","27.9","0.0","90.1","0.0","51.2"
"1400000US17031040700","Census Tract 407, Cook County, Illinois","1566","87","137","87","105","66","26","24","34","44","(X)","(X)","8.7","5.5","6.7","4.2","1.7","1.6","2.2","2.8","67","66","30","49","37","46","0","11","0","11","4.3","4.2","21.9","32.2","35.2","31.8","0.0","55.9","0.0","48.9"
"1400000US17031040800","Census Tract 408, Cook County, Illinois","776","51","57","36","45","23","29","25","6","8","(X)","(X)","7.3","4.5","5.8","3.0","3.7","3.2","0.8","1.0","22","27","17","26","5","8","0","11","0","11","2.8","3.5","29.8","38.4","11.1","17.3","0.0","52.9","0.0","100.0"
"1400000US17031040900","Census Tract 409, Cook County, Illinois","993","86","21","20","126","79","18","20","27","24","(X)","(X)","2.1","2.0","12.7","7.9","1.8","2.0","2.7","2.4","59","52","12","17","39","49","0","11","8","12","5.9","5.2","57.1","55.1","31.0","32.8","0.0","67.2","29.6","38.8"
"1400000US17031050100","Census Tract 501, Cook County, Illinois","1135","88","56","38","85","44","25","27","0","11","(X)","(X)","4.9","3.4","7.5","3.9","2.2","2.3","0.0","2.6","37","33","24","28","13","19","0","11","0","11","3.3","3.0","42.9","34.2","15.3","22.4","0.0","57.0","-","**"
"1400000US17031050200","Census Tract 502, Cook County, Illinois","2078","191","164","63","104","64","124","65","20","28","(X)","(X)","7.9","3.0","5.0","3.1","6.0","3.1","1.0","1.3","65","35","52","31","0","16","13","21","0","16","3.1","1.8","31.7","19.7","0.0","24.7","10.5","17.3","0.0","63.7"
"1400000US17031050300","Census Tract 503, Cook County, Illinois","1065","90","153","72","62","46","15","17","0","11","(X)","(X)","14.4","6.4","5.8","4.2","1.4","1.6","0.0","2.8","25","19","25","19","0","11","0","11","0","11","2.3","1.8","16.3","15.3","0.0","36.0","0.0","73.6","-","**"
"1400000US17031050500","Census Tract 505, Cook County, Illinois","2046","174","126","68","113","80","46","55","23","29","(X)","(X)","6.2","3.2","5.5","3.9","2.2","2.7","1.1","1.5","39","56","0","16","39","56","0","16","0","16","1.9","2.8","0.0","21.0","34.5","39.0","0.0","42.0","0.0","59.4"
"1400000US17031050600","Census Tract 506, Cook County, Illinois","1071","88","55","32","16","18","0","11","17","21","(X)","(X)","5.1","3.1","1.5","1.7","0.0","2.8","1.6","1.9","0","11","0","11","0","11","0","11","0","11","0.0","2.8","0.0","38.4","0.0","71.2","-","**","0.0","69.1"
"1400000US17031050700","Census Tract 507, Cook County, Illinois","658","49","11","12","7","10","4","6","0","11","(X)","(X)","1.7","1.8","1.1","1.5","0.6","1.0","0.0","4.5","6","9","6","9","0","11","0","11","0","11","0.9","1.4","54.5","54.5","0.0","100.0","0.0","100.0","-","**"
"1400000US17031050800","Census Tract 508, Cook County, Illinois","589","47","71","51","20","17","8","8","0","11","(X)","(X)","12.1","8.4","3.4","2.9","1.4","1.4","0.0","5.0","19","20","11","15","8","13","0","11","0","11","3.2","3.4","15.5","23.2","40.0","46.5","0.0","100.0","-","**"
"1400000US17031050900","Census Tract 509, Cook County, Illinois","530","75","78","27","31","19","16","12","6","9","(X)","(X)","14.7","5.3","5.8","3.6","3.0","2.2","1.1","1.7","11","11","0","11","11","11","0","11","0","11","2.1","2.0","0.0","30.9","35.5","30.4","0.0","71.2","0.0","100.0"
"1400000US17031051000","Census Tract 510, Cook County, Illinois","724","44","110","37","58","30","15","15","10","10","(X)","(X)","15.2","5.3","8.0","4.1","2.1","2.0","1.4","1.4","18","14","18","14","0","11","0","11","0","11","2.5","1.9","16.4","12.9","0.0","37.4","0.0","73.6","0.0","90.1"
"1400000US17031051100","Census Tract 511, Cook County, Illinois","634","69","101","53","80","46","14","23","6","9","(X)","(X)","15.9","8.2","12.6","6.8","2.2","3.6","0.9","1.4","37","33","37","33","0","11","0","11","0","11","5.8","5.2","36.6","26.8","0.0","30.3","0.0","76.1","0.0","100.0"
"1400000US17031051200","Census Tract 512, Cook County, Illinois","580","50","32","19","22","16","0","11","0","11","(X)","(X)","5.5","3.3","3.8","2.7","0.0","5.0","0.0","5.0","0","11","0","11","0","11","0","11","0","11","0.0","5.0","0.0","50.4","0.0","60.7","-","**","-","**"
"1400000US17031051300","Census Tract 513, Cook County, Illinois","1115","61","70","57","42","35","21","25","14","22","(X)","(X)","6.3","5.0","3.8","3.1","1.9","2.2","1.3","1.9","0","11","0","11","0","11","0","11","0","11","0.0","2.7","0.0","33.3","0.0","44.0","0.0","62.2","0.0","76.1"
"1400000US17031051400","Census Tract 514, Cook County, Illinois","876","79","118","49","58","26","41","24","4","6","(X)","(X)","13.5","5.2","6.6","3.0","4.7","2.7","0.5","0.7","33","26","28","25","5","8","0","11","0","11","3.8","2.9","23.7","18.8","8.6","14.6","0.0","44.5","0.0","100.0"
"1400000US17031060100","Census Tract 601, Cook County, Illinois","1304","63","70","32","116","57","22","25","38","57","(X)","(X)","5.4","2.5","8.9","4.4","1.7","1.9","2.9","4.4","77","54","28","28","39","43","10","16","0","11","5.9","4.1","40.0","33.9","33.6","28.9","45.5","54.5","0.0","46.2"
"1400000US17031060200","Census Tract 602, Cook County, Illinois","1113","62","152","85","31","29","24","20","0","11","(X)","(X)","13.7","7.4","2.8","2.6","2.2","1.8","0.0","2.7","68","61","68","61","0","11","0","11","0","11","6.1","5.4","44.7","31.3","0.0","51.2","0.0","58.2","-","**"
"1400000US17031060300","Census Tract 603, Cook County, Illinois","1307","93","65","44","61","35","19","22","0","11","(X)","(X)","5.0","3.4","4.7","2.7","1.5","1.7","0.0","2.3","8","15","8","15","0","11","0","11","0","11","0.6","1.1","12.3","23.0","0.0","36.3","0.0","65.4","-","**"
"1400000US17031060400","Census Tract 604, Cook County, Illinois","1626","76","122","59","59","34","0","11","8","12","(X)","(X)","7.5","3.6","3.6","2.1","0.0","1.8","0.5","0.8","10","16","10","16","0","11","0","11","0","11","0.6","1.0","8.2","13.1","0.0","37.0","-","**","0.0","100.0"
"1400000US17031060500","Census Tract 605, Cook County, Illinois","738","49","97","50","42","19","128","62","0","11","(X)","(X)","13.1","6.6","5.7","2.5","17.3","8.5","0.0","4.0","151","60","34","29","22","17","95","56","0","11","20.5","8.0","35.1","26.0","52.4","30.7","74.2","23.0","-","**"
"1400000US17031060800","Census Tract 608, Cook County, Illinois","3188","196","186","97","149","87","197","96","0","16","(X)","(X)","5.8","3.0","4.7","2.7","6.2","3.1","0.0","0.9","65","57","17","27","0","16","48","57","0","16","2.0","1.8","9.1","14.6","0.0","18.1","24.4","24.9","-","**"
"1400000US17031060900","Census Tract 609, Cook County, Illinois","4701","234","409","192","814","354","136","95","139","58","(X)","(X)","8.7","4.0","17.3","7.6","2.9","2.0","3.0","1.3","114","116","31","50","83","101","0","16","0","16","2.4","2.5","7.6","11.8","10.2","12.0","0.0","19.7","0.0","19.3"
"1400000US17031061000","Census Tract 610, Cook County, Illinois","1113","79","148","75","74","45","54","62","0","11","(X)","(X)","13.3","6.6","6.6","4.1","4.9","5.4","0.0","2.7","9","14","9","14","0","11","0","11","0","11","0.8","1.3","6.1","10.1","0.0","32.0","0.0","38.8","-","**"
"1400000US17031061100","Census Tract 611, Cook County, Illinois","622","66","17","18","39","26","4","7","6","9","(X)","(X)","2.7","2.9","6.3","4.2","0.6","1.1","1.0","1.4","6","9","0","11","0","11","0","11","6","9","1.0","1.4","0.0","69.1","0.0","45.6","0.0","100.0","100.0","100.0"
"1400000US17031061200","Census Tract 612, Cook County, Illinois","810","74","73","45","49","32","0","11","0","11","(X)","(X)","9.0","5.5","6.0","3.9","0.0","3.6","0.0","3.6","0","11","0","11","0","11","0","11","0","11","0.0","3.6","0.0","32.3","0.0","40.7","-","**","-","**"
"1400000US17031061500","Census Tract 615, Cook County, Illinois","842","44","65","29","27","16","5","7","4","6","(X)","(X)","7.7","3.6","3.2","2.0","0.6","0.9","0.5","0.7","0","11","0","11","0","11","0","11","0","11","0.0","3.5","0.0","34.9","0.0","54.8","0.0","100.0","0.0","100.0"
"1400000US17031061800","Census Tract 618, Cook County, Illinois","706","45","80","36","38","23","37","28","0","11","(X)","(X)","11.3","5.0","5.4","3.2","5.2","3.9","0.0","4.2","18","17","7","11","4","7","7","11","0","11","2.5","2.4","8.8","14.0","10.5","17.0","18.9","25.1","-","**"
"1400000US17031061901","Census Tract 619.01, Cook County, Illinois","2234","117","151","94","267","92","207","119","33","37","(X)","(X)","6.8","4.2","12.0","4.1","9.3","5.3","1.5","1.7","56","36","0","11","46","31","10","16","0","11","2.5","1.6","0.0","17.9","17.2","10.7","4.8","8.3","0.0","49.6"
"1400000US17031061902","Census Tract 619.02, Cook County, Illinois","2841","214","129","84","457","186","156","75","38","50","(X)","(X)","4.5","2.9","16.1","6.1","5.5","2.7","1.3","1.8","239","143","19","30","171","135","38","43","11","19","8.4","5.0","14.7","22.7","37.4","23.4","24.4","25.4","28.9","38.0"
"1400000US17031062000","Census Tract 620, Cook County, Illinois","1594","67","135","75","127","63","80","44","0","11","(X)","(X)","8.5","4.6","8.0","4.0","5.0","2.8","0.0","1.9","27","28","0","11","0","11","27","28","0","11","1.7","1.8","0.0","19.8","0.0","20.9","33.8","33.9","-","**"
"1400000US17031062100","Census Tract 621, Cook County, Illinois","1901","89","98","79","151","87","92","69","0","11","(X)","(X)","5.2","4.2","7.9","4.5","4.8","3.5","0.0","1.6","80","81","40","64","12","24","28","45","0","11","4.2","4.2","40.8","45.5","7.9","14.7","30.4","35.7","-","**"
"1400000US17031062200","Census Tract 622, Cook County, Illinois","1293","110","133","84","59","48","18","21","9","14","(X)","(X)","10.3","6.3","4.6","3.6","1.4","1.6","0.7","1.1","0","11","0","11","0","11","0","11","0","11","0.0","2.3","0.0","20.0","0.0","37.0","0.0","67.2","0.0","95.0"
"1400000US17031062300","Census Tract 623, Cook County, Illinois","718","40","6","9","38","27","38","22","0","11","(X)","(X)","0.8","1.2","5.3","3.8","5.3","3.2","0.0","4.1","0","11","0","11","0","11","0","11","0","11","0.0","4.1","0.0","100.0","0.0","46.2","0.0","46.2","-","**"
"1400000US17031062400","Census Tract 624, Cook County, Illinois","737","54","31","33","35","23","8","11","0","11","(X)","(X)","4.2","4.5","4.7","3.1","1.1","1.4","0.0","4.0","7","12","7","12","0","11","0","11","0","11","0.9","1.6","22.6","42.3","0.0","48.2","0.0","100.0","-","**"
"1400000US17031062500","Census Tract 625, Cook County, Illinois","713","55","52","32","16","25","19","17","9","13","(X)","(X)","7.3","4.4","2.2","3.4","2.7","2.3","1.3","1.8","7","10","7","10","0","11","0","11","0","11","1.0","1.4","13.5","19.3","0.0","71.2","0.0","65.4","0.0","95.0"
"1400000US17031062600","Census Tract 626, Cook County, Illinois","980","52","111","56","58","35","33","22","7","10","(X)","(X)","11.3","5.6","5.9","3.6","3.4","2.3","0.7","1.0","21","30","21","30","0","11","0","11","0","11","2.1","3.1","18.9","23.5","0.0","37.4","0.0","49.6","0.0","100.0"
"1400000US17031062700","Census Tract 627, Cook County, Illinois","1097","81","80","57","44","33","26","24","46","33","(X)","(X)","7.3","5.1","4.0","3.0","2.4","2.2","4.2","3.0","7","11","0","11","7","11","0","11","0","11","0.6","1.0","0.0","30.3","15.9","29.9","0.0","55.9","0.0","42.0"
"1400000US17031062800","Census Tract 628, Cook County, Illinois","1418","100","91","52","33","39","67","47","0","11","(X)","(X)","6.4","3.7","2.3","2.8","4.7","3.3","0.0","2.1","14","21","14","21","0","11","0","11","0","11","1.0","1.5","15.4","23.7","0.0","49.6","0.0","34.3","-","**"
"1400000US17031062900","Census Tract 629, Cook County, Illinois","1842","111","44","37","80","43","58","33","15","17","(X)","(X)","2.4","2.0","4.3","2.3","3.1","1.8","0.8","1.0","7","11","7","11","0","11","0","11","0","11","0.4","0.6","15.9","25.4","0.0","30.3","0.0","37.4","0.0","73.6"
"1400000US17031063000","Census Tract 630, Cook County, Illinois","1787","81","74","43","114","48","82","41","19","20","(X)","(X)","4.1","2.4","6.4","2.7","4.6","2.3","1.1","1.1","18","20","9","14","9","14","0","11","0","11","1.0","1.1","12.2","20.6","7.9","12.6","0.0","29.7","0.0","65.4"
"1400000US17031063100","Census Tract 631, Cook County, Illinois","1296","80","70","42","86","43","64","35","0","11","(X)","(X)","5.4","3.3","6.6","3.3","4.9","2.6","0.0","2.3","0","11","0","11","0","11","0","11","0","11","0.0","2.3","0.0","33.3","0.0","28.7","0.0","35.3","-","**"
"1400000US17031063200","Census Tract 632, Cook County, Illinois","4208","210","149","104","152","89","55","63","13","32","(X)","(X)","3.5","2.4","3.6","2.1","1.3","1.5","0.3","0.8","61","73","30","52","0","16","31","50","0","16","1.4","1.7","20.1","32.2","0.0","17.8","56.4","56.4","0.0","79.0"
