"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M"
"id","Geographic Area Name","Estimate!!Total!!All households","Margin of Error!!Total!!All households","Estimate!!Total!!All households!!Households speaking --!!Spanish","Margin of Error!!Total!!All households!!Households speaking --!!Spanish","Estimate!!Total!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Total!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Total!!All households!!Households speaking --!!Other languages","Margin of Error!!Total!!All households!!Households speaking --!!Other languages","Estimate!!Percent!!All households","Margin of Error!!Percent!!All households","Estimate!!Percent!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent!!All households!!Households speaking --!!Spanish","Estimate!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other languages","Estimate!!Limited English-speaking households!!All households","Margin of Error!!Limited English-speaking households!!All households","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Estimate!!Percent limited English-speaking households!!All households","Margin of Error!!Percent limited English-speaking households!!All households","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages"
"1400000US17043841111","Census Tract 8411.11, DuPage County, Illinois","1562","71","44","28","262","89","111","61","0","11","(X)","(X)","2.8","1.8","16.8","5.7","7.1","4.0","0.0","1.9","87","54","0","11","57","53","30","48","0","11","5.6","3.5","0.0","43.0","21.8","19.0","27.0","34.5","-","**"
"1400000US17043841112","Census Tract 8411.12, DuPage County, Illinois","1138","68","81","74","68","37","87","32","11","17","(X)","(X)","7.1","6.4","6.0","3.3","7.6","2.8","1.0","1.5","18","23","15","21","3","7","0","11","0","11","1.6","2.0","18.5","28.2","4.4","11.1","0.0","28.4","0.0","85.9"
"1400000US17043841113","Census Tract 8411.13, DuPage County, Illinois","1263","73","154","87","161","68","110","67","10","15","(X)","(X)","12.2","6.8","12.7","5.2","8.7","5.3","0.8","1.2","77","60","27","46","25","24","25","30","0","11","6.1","4.6","17.5","25.0","15.5","14.8","22.7","27.6","0.0","90.1"
"1400000US17043841114","Census Tract 8411.14, DuPage County, Illinois","1662","90","137","65","277","70","86","46","13","20","(X)","(X)","8.2","3.9","16.7","4.4","5.2","2.7","0.8","1.2","45","28","2","8","33","22","10","15","0","11","2.7","1.7","1.5","5.9","11.9","8.8","11.6","17.3","0.0","79.0"
"1400000US17043841204","Census Tract 8412.04, DuPage County, Illinois","1857","89","346","114","316","107","218","75","73","67","(X)","(X)","18.6","6.0","17.0","5.7","11.7","4.0","3.9","3.6","176","99","92","74","35","28","41","45","8","13","9.5","5.4","26.6","18.3","11.1","10.2","18.8","18.9","11.0","20.1"
"1400000US17043841205","Census Tract 8412.05, DuPage County, Illinois","1483","71","132","101","255","86","71","38","0","11","(X)","(X)","8.9","6.7","17.2","5.7","4.8","2.6","0.0","2.0","115","57","47","47","47","34","21","23","0","11","7.8","3.9","35.6","29.9","18.4","11.6","29.6","27.9","-","**"
"1400000US17043841206","Census Tract 8412.06, DuPage County, Illinois","1801","110","205","76","190","73","118","49","0","16","(X)","(X)","11.4","4.2","10.5","4.1","6.6","2.7","0.0","1.6","92","54","41","49","9","14","42","31","0","16","5.1","3.0","20.0","22.5","4.7","7.8","35.6","21.4","-","**"
"1400000US17043841207","Census Tract 8412.07, DuPage County, Illinois","883","59","253","43","48","26","93","39","0","11","(X)","(X)","28.7","4.3","5.4","3.1","10.5","4.3","0.0","3.3","58","37","13","14","16","16","29","31","0","11","6.6","4.3","5.1","5.6","33.3","24.9","31.2","26.2","-","**"
"1400000US17043841208","Census Tract 8412.08, DuPage County, Illinois","1978","122","385","97","354","90","142","47","29","33","(X)","(X)","19.5","4.8","17.9","4.5","7.2","2.3","1.5","1.7","156","75","55","52","74","48","27","25","0","16","7.9","3.7","14.3","12.7","20.9","12.5","19.0","17.0","0.0","52.9"
"1400000US17043841209","Census Tract 8412.09, DuPage County, Illinois","1347","44","127","103","369","99","46","37","16","22","(X)","(X)","9.4","7.5","27.4","7.5","3.4","2.7","1.2","1.6","84","42","0","11","84","42","0","11","0","11","6.2","3.2","0.0","20.9","22.8","10.1","0.0","42.0","0.0","71.2"
"1400000US17043841210","Census Tract 8412.10, DuPage County, Illinois","1753","93","177","66","208","95","126","68","0","11","(X)","(X)","10.1","3.7","11.9","5.5","7.2","3.8","0.0","1.7","73","56","23","36","33","32","17","27","0","11","4.2","3.1","13.0","18.1","15.9","14.6","13.5","19.1","-","**"
"1400000US17043841307","Census Tract 8413.07, DuPage County, Illinois","2032","51","119","45","150","54","85","55","10","14","(X)","(X)","5.9","2.2","7.4","2.7","4.2","2.7","0.5","0.7","52","43","30","38","11","16","11","18","0","16","2.6","2.1","25.2","33.1","7.3","10.9","12.9","21.7","0.0","90.1"
"1400000US17043841308","Census Tract 8413.08, DuPage County, Illinois","1367","57","60","38","153","75","100","38","0","11","(X)","(X)","4.4","2.8","11.2","5.4","7.3","2.7","0.0","2.2","16","18","0","11","16","18","0","11","0","11","1.2","1.3","0.0","36.7","10.5","12.5","0.0","25.5","-","**"
"1400000US17043841310","Census Tract 8413.10, DuPage County, Illinois","1084","44","42","28","204","69","84","41","5","8","(X)","(X)","3.9","2.6","18.8","6.3","7.7","3.9","0.5","0.7","6","10","0","11","6","10","0","11","0","11","0.6","0.9","0.0","44.0","2.9","5.1","0.0","29.2","0.0","100.0"
"1400000US17043841312","Census Tract 8413.12, DuPage County, Illinois","1216","92","458","98","214","82","106","60","25","34","(X)","(X)","37.7","7.0","17.6","6.9","8.7","4.9","2.1","2.8","140","88","78","71","36","47","26","30","0","11","11.5","6.8","17.0","14.3","16.8","20.9","24.5","26.7","0.0","57.0"
"1400000US17043841313","Census Tract 8413.13, DuPage County, Illinois","1099","75","77","43","29","28","25","23","13","19","(X)","(X)","7.0","4.0","2.6","2.5","2.3","2.1","1.2","1.7","0","11","0","11","0","11","0","11","0","11","0.0","2.7","0.0","31.1","0.0","52.9","0.0","57.0","0.0","79.0"
"1400000US17043841314","Census Tract 8413.14, DuPage County, Illinois","2043","100","142","87","342","121","40","43","38","43","(X)","(X)","7.0","4.3","16.7","5.9","2.0","2.1","1.9","2.1","22","31","0","16","22","31","0","16","0","16","1.1","1.5","0.0","18.9","6.4","9.4","0.0","45.1","0.0","46.2"
"1400000US17043841315","Census Tract 8413.15, DuPage County, Illinois","1196","48","208","83","190","78","94","49","38","58","(X)","(X)","17.4","6.8","15.9","6.4","7.9","4.1","3.2","4.9","10","16","0","11","0","11","10","16","0","11","0.8","1.3","0.0","13.4","0.0","14.6","10.6","16.2","0.0","46.2"
"1400000US17043841316","Census Tract 8413.16, DuPage County, Illinois","1145","79","41","33","128","54","93","44","0","11","(X)","(X)","3.6","2.8","11.2","4.7","8.1","3.7","0.0","2.6","0","11","0","11","0","11","0","11","0","11","0.0","2.6","0.0","44.5","0.0","20.7","0.0","27.0","-","**"
"1400000US17043841318","Census Tract 8413.18, DuPage County, Illinois","952","45","115","41","139","38","29","21","6","11","(X)","(X)","12.1","4.1","14.6","4.0","3.0","2.2","0.6","1.1","20","17","7","11","13","14","0","11","0","11","2.1","1.8","6.1","9.1","9.4","9.9","0.0","52.9","0.0","100.0"
"1400000US17043841320","Census Tract 8413.20, DuPage County, Illinois","884","67","255","63","184","48","57","30","0","11","(X)","(X)","28.8","6.5","20.8","5.5","6.4","3.3","0.0","3.3","56","28","19","17","16","15","21","17","0","11","6.3","3.2","7.5","7.0","8.7","8.2","36.8","23.7","-","**"
"1400000US17043841321","Census Tract 8413.21, DuPage County, Illinois","857","35","33","22","183","53","88","29","0","11","(X)","(X)","3.9","2.6","21.4","6.2","10.3","3.3","0.0","3.4","13","15","0","11","7","12","6","9","0","11","1.5","1.8","0.0","49.6","3.8","6.1","6.8","9.7","-","**"
"1400000US17043841322","Census Tract 8413.22, DuPage County, Illinois","1450","86","156","64","331","80","114","58","9","14","(X)","(X)","10.8","4.3","22.8","5.4","7.9","4.0","0.6","0.9","46","43","20","32","26","24","0","11","0","11","3.2","2.9","12.8","18.8","7.9","6.9","0.0","22.9","0.0","95.0"
"1400000US17043841323","Census Tract 8413.23, DuPage County, Illinois","1086","34","54","40","185","62","75","34","0","11","(X)","(X)","5.0","3.6","17.0","5.8","6.9","3.1","0.0","2.7","77","46","8","13","63","45","6","13","0","11","7.1","4.2","14.8","23.7","34.1","20.8","8.0","16.2","-","**"
"1400000US17043841324","Census Tract 8413.24, DuPage County, Illinois","892","33","114","53","102","38","90","35","8","12","(X)","(X)","12.8","6.0","11.4","4.3","10.1","3.9","0.9","1.4","13","13","0","11","0","11","13","13","0","11","1.5","1.4","0.0","22.9","0.0","25.1","14.4","13.2","0.0","100.0"
"1400000US17043841325","Census Tract 8413.25, DuPage County, Illinois","1983","67","190","83","403","102","118","76","14","16","(X)","(X)","9.6","4.1","20.3","4.9","6.0","3.9","0.7","0.8","141","68","12","20","92","47","37","48","0","16","7.1","3.4","6.3","10.2","22.8","11.1","31.4","36.2","0.0","76.1"
"1400000US17043841326","Census Tract 8413.26, DuPage County, Illinois","1154","47","34","29","54","39","41","31","5","9","(X)","(X)","2.9","2.5","4.7","3.4","3.6","2.7","0.4","0.7","9","15","9","15","0","11","0","11","0","11","0.8","1.3","26.5","35.3","0.0","38.8","0.0","44.5","0.0","100.0"
"1400000US17043841327","Census Tract 8413.27, DuPage County, Illinois","1389","50","15","19","204","76","81","40","8","12","(X)","(X)","1.1","1.4","14.7","5.5","5.8","2.9","0.6","0.8","18","21","0","11","7","12","11","18","0","11","1.3","1.5","0.0","73.6","3.4","5.9","13.6","20.3","0.0","100.0"
"1400000US17043841401","Census Tract 8414.01, DuPage County, Illinois","2241","168","510","134","159","93","106","75","0","16","(X)","(X)","22.8","5.4","7.1","4.2","4.7","3.4","0.0","1.3","198","141","176","139","0","16","22","32","0","16","8.8","6.1","34.5","22.1","0.0","17.1","20.8","29.8","-","**"
"1400000US17043841403","Census Tract 8414.03, DuPage County, Illinois","1577","91","150","76","135","65","29","27","0","11","(X)","(X)","9.5","4.7","8.6","4.0","1.8","1.7","0.0","1.9","21","23","10","16","11","16","0","11","0","11","1.3","1.4","6.7","11.2","8.1","12.4","0.0","52.9","-","**"
"1400000US17043841404","Census Tract 8414.04, DuPage County, Illinois","1276","72","35","36","66","39","17","19","7","10","(X)","(X)","2.7","2.8","5.2","3.1","1.3","1.5","0.5","0.8","23","21","0","11","15","17","8","12","0","11","1.8","1.6","0.0","48.2","22.7","23.8","47.1","52.9","0.0","100.0"
"1400000US17043841501","Census Tract 8415.01, DuPage County, Illinois","1630","132","827","128","42","37","29","25","0","16","(X)","(X)","50.7","6.3","2.6","2.3","1.8","1.6","0.0","1.8","160","101","151","97","9","14","0","16","0","16","9.8","6.0","18.3","10.8","21.4","32.9","0.0","52.9","-","**"
"1400000US17043841503","Census Tract 8415.03, DuPage County, Illinois","875","81","575","79","0","11","0","11","0","11","(X)","(X)","65.7","7.2","0.0","3.4","0.0","3.4","0.0","3.4","94","58","94","58","0","11","0","11","0","11","10.7","6.6","16.3","9.8","-","**","-","**","-","**"
"1400000US17043841504","Census Tract 8415.04, DuPage County, Illinois","965","90","393","67","43","37","6","10","0","11","(X)","(X)","40.7","6.0","4.5","3.8","0.6","1.0","0.0","3.1","79","48","79","48","0","11","0","11","0","11","8.2","4.8","20.1","10.9","0.0","43.5","0.0","100.0","-","**"
"1400000US17043841603","Census Tract 8416.03, DuPage County, Illinois","1558","95","401","131","26","23","29","28","0","11","(X)","(X)","25.7","8.0","1.7","1.5","1.9","1.8","0.0","1.9","72","72","64","72","0","11","8","14","0","11","4.6","4.6","16.0","17.0","0.0","55.9","27.6","45.6","-","**"
"1400000US17043841604","Census Tract 8416.04, DuPage County, Illinois","1386","99","137","88","117","59","103","60","9","15","(X)","(X)","9.9","6.3","8.4","4.3","7.4","4.2","0.6","1.1","20","19","0","11","8","14","12","20","0","11","1.4","1.3","0.0","19.5","6.8","11.8","11.7","18.6","0.0","95.0"
"1400000US17043841605","Census Tract 8416.05, DuPage County, Illinois","1284","79","347","76","26","33","50","56","0","11","(X)","(X)","27.0","5.5","2.0","2.6","3.9","4.3","0.0","2.3","189","95","177","96","0","11","12","20","0","11","14.7","7.2","51.0","24.2","0.0","55.9","24.0","46.6","-","**"
"1400000US17043841606","Census Tract 8416.06, DuPage County, Illinois","956","62","26","21","54","37","52","39","0","11","(X)","(X)","2.7","2.1","5.6","3.8","5.4","4.0","0.0","3.1","17","18","0","11","0","11","17","18","0","11","1.8","1.9","0.0","55.9","0.0","38.8","32.7","33.3","-","**"
"1400000US17043841607","Census Tract 8416.07, DuPage County, Illinois","1667","114","199","64","92","46","43","40","0","11","(X)","(X)","11.9","3.8","5.5","2.7","2.6","2.5","0.0","1.8","45","34","15","17","30","30","0","11","0","11","2.7","2.0","7.5","8.7","32.6","25.4","0.0","43.5","-","**"
"1400000US17043841703","Census Tract 8417.03, DuPage County, Illinois","2881","245","225","88","407","139","263","112","38","46","(X)","(X)","7.8","3.1","14.1","4.7","9.1","3.8","1.3","1.6","356","147","12","20","174","82","148","109","22","36","12.4","5.2","5.3","8.9","42.8","17.2","56.3","27.4","57.9","57.9"
"1400000US17043841704","Census Tract 8417.04, DuPage County, Illinois","1449","84","51","34","153","57","97","30","10","16","(X)","(X)","3.5","2.3","10.6","4.0","6.7","2.0","0.7","1.1","23","24","0","11","0","11","13","19","10","16","1.6","1.7","0.0","39.9","0.0","17.7","13.4","19.5","100.0","90.1"
"1400000US17043841705","Census Tract 8417.05, DuPage County, Illinois","2051","198","118","79","406","136","164","97","31","52","(X)","(X)","5.8","3.8","19.8","7.1","8.0","4.4","1.5","2.5","265","144","0","16","159","124","106","89","0","16","12.9","6.6","0.0","22.2","39.2","25.4","64.6","29.1","0.0","51.2"
"1400000US17043841706","Census Tract 8417.06, DuPage County, Illinois","1558","118","237","109","389","119","134","73","42","29","(X)","(X)","15.2","6.7","25.0","7.7","8.6","4.6","2.7","1.8","269","117","126","86","128","90","15","18","0","11","17.3","7.3","53.2","22.2","32.9","18.8","11.2","14.4","0.0","44.0"
"1400000US17043841801","Census Tract 8418.01, DuPage County, Illinois","1811","72","112","66","86","68","46","32","0","16","(X)","(X)","6.2","3.6","4.7","3.7","2.5","1.8","0.0","1.6","36","27","10","15","0","16","26","24","0","16","2.0","1.5","8.9","13.8","0.0","28.7","56.5","38.0","-","**"
"1400000US17043841802","Census Tract 8418.02, DuPage County, Illinois","1769","96","35","29","42","32","63","41","22","28","(X)","(X)","2.0","1.6","2.4","1.8","3.6","2.3","1.2","1.6","8","12","0","16","8","12","0","16","0","16","0.5","0.7","0.0","48.2","19.0","27.1","0.0","35.6","0.0","60.7"
"1400000US17043841901","Census Tract 8419.01, DuPage County, Illinois","839","33","28","19","60","32","45","40","0","11","(X)","(X)","3.3","2.2","7.2","3.8","5.4","4.8","0.0","3.5","15","16","8","12","0","11","7","11","0","11","1.8","1.9","28.6","35.4","0.0","36.7","15.6","30.5","-","**"
"1400000US17043841902","Census Tract 8419.02, DuPage County, Illinois","770","56","28","29","47","30","26","15","63","47","(X)","(X)","3.6","3.7","6.1","3.9","3.4","2.0","8.2","5.9","4","6","0","11","0","11","4","6","0","11","0.5","0.8","0.0","53.8","0.0","41.6","15.4","22.6","0.0","35.6"
"1400000US17043842000","Census Tract 8420, DuPage County, Illinois","1444","78","88","49","82","40","5","9","22","31","(X)","(X)","6.1","3.4","5.7","2.8","0.3","0.6","1.5","2.1","0","11","0","11","0","11","0","11","0","11","0.0","2.1","0.0","28.2","0.0","29.7","0.0","100.0","0.0","60.7"
"1400000US17043842100","Census Tract 8421, DuPage County, Illinois","2297","116","73","77","107","56","53","47","12","21","(X)","(X)","3.2","3.4","4.7","2.4","2.3","2.0","0.5","0.9","0","16","0","16","0","16","0","16","0","16","0.0","1.3","0.0","32.3","0.0","24.1","0.0","39.1","0.0","82.3"
"1400000US17043842200","Census Tract 8422, DuPage County, Illinois","2018","88","24","22","98","57","9","13","9","14","(X)","(X)","1.2","1.1","4.9","2.8","0.4","0.6","0.4","0.7","29","25","0","11","29","25","0","11","0","11","1.4","1.2","0.0","58.2","29.6","24.8","0.0","95.0","0.0","95.0"
"1400000US17043842300","Census Tract 8423, DuPage County, Illinois","1219","57","19","21","38","27","21","23","0","11","(X)","(X)","1.6","1.8","3.1","2.3","1.7","1.8","0.0","2.4","0","11","0","11","0","11","0","11","0","11","0.0","2.4","0.0","65.4","0.0","46.2","0.0","62.2","-","**"
"1400000US17043842400","Census Tract 8424, DuPage County, Illinois","1740","102","76","40","93","55","136","70","60","58","(X)","(X)","4.4","2.3","5.3","3.1","7.8","4.0","3.4","3.3","125","80","0","16","30","28","61","59","34","51","7.2","4.6","0.0","31.4","32.3","27.7","44.9","30.8","56.7","54.2"
"1400000US17043842500","Census Tract 8425, DuPage County, Illinois","1408","127","47","39","41","32","0","11","15","18","(X)","(X)","3.3","2.8","2.9","2.2","0.0","2.1","1.1","1.2","0","11","0","11","0","11","0","11","0","11","0.0","2.1","0.0","41.6","0.0","44.5","-","**","0.0","73.6"
"1400000US17043842601","Census Tract 8426.01, DuPage County, Illinois","1372","56","33","31","100","51","55","29","0","11","(X)","(X)","2.4","2.2","7.3","3.8","4.0","2.2","0.0","2.2","15","17","0","11","0","11","15","17","0","11","1.1","1.2","0.0","49.6","0.0","25.5","27.3","32.0","-","**"
"1400000US17043842602","Census Tract 8426.02, DuPage County, Illinois","1320","83","44","32","62","38","65","43","0","11","(X)","(X)","3.3","2.4","4.7","2.8","4.9","3.2","0.0","2.2","9","14","0","11","9","14","0","11","0","11","0.7","1.1","0.0","43.0","14.5","21.5","0.0","34.9","-","**"
"1400000US17043842603","Census Tract 8426.03, DuPage County, Illinois","1314","94","52","45","143","75","38","31","0","11","(X)","(X)","4.0","3.3","10.9","5.6","2.9","2.4","0.0","2.3","20","21","0","11","20","21","0","11","0","11","1.5","1.6","0.0","39.5","14.0","14.3","0.0","46.2","-","**"
"1400000US17043842604","Census Tract 8426.04, DuPage County, Illinois","1929","87","28","33","103","56","54","39","38","25","(X)","(X)","1.5","1.7","5.3","3.0","2.8","2.0","2.0","1.3","48","48","0","11","36","45","12","19","0","11","2.5","2.5","0.0","53.8","35.0","34.8","22.2","33.0","0.0","46.2"
"1400000US17043842605","Census Tract 8426.05, DuPage County, Illinois","1631","86","106","79","43","34","30","27","28","43","(X)","(X)","6.5","4.8","2.6","2.1","1.8","1.6","1.7","2.6","10","17","0","11","0","11","10","17","0","11","0.6","1.0","0.0","24.3","0.0","43.5","33.3","43.6","0.0","53.8"
"1400000US17043842702","Census Tract 8427.02, DuPage County, Illinois","1938","113","98","49","190","97","82","41","0","11","(X)","(X)","5.1","2.4","9.8","4.9","4.2","2.1","0.0","1.5","32","28","0","11","18","19","14","21","0","11","1.7","1.5","0.0","25.9","9.5","11.4","17.1","24.3","-","**"
"1400000US17043842703","Census Tract 8427.03, DuPage County, Illinois","1409","80","59","37","104","62","38","33","9","15","(X)","(X)","4.2","2.6","7.4","4.3","2.7","2.3","0.6","1.1","28","26","0","11","20","23","8","13","0","11","2.0","1.8","0.0","37.0","19.2","21.1","21.1","32.0","0.0","95.0"
"1400000US17043842704","Census Tract 8427.04, DuPage County, Illinois","2266","92","152","58","145","68","173","75","171","101","(X)","(X)","6.7","2.6","6.4","3.0","7.6","3.3","7.5","4.4","259","110","0","16","38","37","140","65","81","96","11.4","4.8","0.0","17.8","26.2","24.1","80.9","21.1","47.4","48.2"
"1400000US17043842706","Census Tract 8427.06, DuPage County, Illinois","1741","71","103","48","200","77","47","29","0","11","(X)","(X)","5.9","2.8","11.5","4.4","2.7","1.7","0.0","1.7","59","29","11","16","39","22","9","13","0","11","3.4","1.7","10.7","15.3","19.5","11.7","19.1","28.1","-","**"
"1400000US17043842708","Census Tract 8427.08, DuPage County, Illinois","911","47","53","31","94","48","29","18","0","11","(X)","(X)","5.8","3.4","10.3","5.2","3.2","2.0","0.0","3.2","8","7","0","11","0","11","8","7","0","11","0.9","0.8","0.0","39.1","0.0","26.8","27.6","30.2","-","**"
"1400000US17043842709","Census Tract 8427.09, DuPage County, Illinois","1230","75","130","69","192","60","75","44","14","18","(X)","(X)","10.6","5.5","15.6","5.1","6.1","3.5","1.1","1.5","27","24","0","11","17","18","10","16","0","11","2.2","2.0","0.0","20.4","8.9","8.7","13.3","20.0","0.0","76.1"
"1400000US17043842710","Census Tract 8427.10, DuPage County, Illinois","1729","95","100","75","102","54","132","89","0","11","(X)","(X)","5.8","4.3","5.9","3.1","7.6","5.0","0.0","1.7","50","53","10","15","10","15","30","49","0","11","2.9","3.0","10.0","16.8","9.8","14.8","22.7","33.1","-","**"
"1400000US17043842711","Census Tract 8427.11, DuPage County, Illinois","916","63","24","27","63","39","30","25","23","26","(X)","(X)","2.6","2.9","6.9","4.1","3.3","2.7","2.5","2.8","11","15","0","11","7","12","4","8","0","11","1.2","1.6","0.0","58.2","11.1","18.5","13.3","26.8","0.0","59.4"
"1400000US17043842800","Census Tract 8428, DuPage County, Illinois","1591","86","135","78","176","71","40","32","7","11","(X)","(X)","8.5","4.8","11.1","4.4","2.5","2.0","0.4","0.7","40","29","9","17","17","19","14","16","0","11","2.5","1.9","6.7","13.0","9.7","10.7","35.0","39.9","0.0","100.0"
"1400000US17043842900","Census Tract 8429, DuPage County, Illinois","2038","104","50","33","100","51","37","25","11","17","(X)","(X)","2.5","1.6","4.9","2.5","1.8","1.2","0.5","0.9","0","16","0","16","0","16","0","16","0","16","0.0","1.5","0.0","40.3","0.0","25.5","0.0","46.8","0.0","85.9"
"1400000US17043843000","Census Tract 8430, DuPage County, Illinois","1627","93","61","49","100","41","107","69","17","19","(X)","(X)","3.7","3.0","6.1","2.6","6.6","4.1","1.0","1.2","21","24","0","11","11","18","10","16","0","11","1.3","1.5","0.0","36.3","11.0","18.9","9.3","15.4","0.0","69.1"
"1400000US17043843100","Census Tract 8431, DuPage County, Illinois","1497","88","239","89","119","69","27","24","0","11","(X)","(X)","16.0","6.0","7.9","4.6","1.8","1.6","0.0","2.0","26","24","8","12","18","20","0","11","0","11","1.7","1.6","3.3","5.1","15.1","18.8","0.0","54.8","-","**"
"1400000US17043843200","Census Tract 8432, DuPage County, Illinois","1902","85","394","105","136","69","22","17","18","20","(X)","(X)","20.7","5.4","7.2","3.6","1.2","0.9","0.9","1.1","75","56","27","26","48","48","0","16","0","16","3.9","3.0","6.9","6.3","35.3","30.6","0.0","60.7","0.0","67.2"
"1400000US17043843301","Census Tract 8433.01, DuPage County, Illinois","1376","50","294","92","104","49","0","11","0","11","(X)","(X)","21.4","6.6","7.6","3.6","0.0","2.2","0.0","2.2","93","79","93","79","0","11","0","11","0","11","6.8","5.7","31.6","22.3","0.0","24.7","-","**","-","**"
"1400000US17043843302","Census Tract 8433.02, DuPage County, Illinois","1112","40","77","47","73","44","21","23","0","11","(X)","(X)","6.9","4.2","6.6","3.9","1.9","2.0","0.0","2.7","43","33","0","11","33","30","10","13","0","11","3.9","2.9","0.0","31.1","45.2","28.9","47.6","52.4","-","**"
"1400000US17043843400","Census Tract 8434, DuPage County, Illinois","1227","55","110","63","102","51","33","26","6","11","(X)","(X)","9.0","5.2","8.3","4.1","2.7","2.1","0.5","0.9","30","29","23","25","0","11","7","12","0","11","2.4","2.4","20.9","20.6","0.0","25.1","21.2","34.6","0.0","100.0"
"1400000US17043843500","Census Tract 8435, DuPage County, Illinois","2288","148","111","95","143","81","18","28","0","16","(X)","(X)","4.9","4.2","6.3","3.6","0.8","1.2","0.0","1.3","0","16","0","16","0","16","0","16","0","16","0.0","1.3","0.0","23.4","0.0","18.8","0.0","67.2","-","**"
"1400000US17043843601","Census Tract 8436.01, DuPage County, Illinois","1229","86","158","82","93","64","0","11","0","11","(X)","(X)","12.9","6.5","7.6","5.1","0.0","2.4","0.0","2.4","14","20","0","11","14","20","0","11","0","11","1.1","1.6","0.0","17.2","15.1","20.9","-","**","-","**"
"1400000US17043843602","Census Tract 8436.02, DuPage County, Illinois","1197","39","97","63","78","47","58","38","0","11","(X)","(X)","8.1","5.3","6.5","3.9","4.8","3.2","0.0","2.5","64","48","31","34","23","28","10","16","0","11","5.3","4.0","32.0","36.5","29.5","29.1","17.2","26.3","-","**"
"1400000US17043843700","Census Tract 8437, DuPage County, Illinois","1498","94","128","56","109","54","25","24","0","11","(X)","(X)","8.5","3.7","7.3","3.6","1.7","1.6","0.0","2.0","33","27","0","11","16","18","17","20","0","11","2.2","1.8","0.0","20.7","14.7","15.8","68.0","44.6","-","**"
"1400000US17043843800","Census Tract 8438, DuPage County, Illinois","1496","59","89","64","71","37","8","12","0","11","(X)","(X)","5.9","4.2","4.7","2.4","0.5","0.8","0.0","2.0","0","11","0","11","0","11","0","11","0","11","0.0","2.0","0.0","27.9","0.0","33.0","0.0","100.0","-","**"
"1400000US17043843900","Census Tract 8439, DuPage County, Illinois","1430","68","8","13","36","30","24","26","9","15","(X)","(X)","0.6","0.9","2.5","2.1","1.7","1.8","0.6","1.1","12","19","0","11","0","11","12","19","0","11","0.8","1.3","0.0","100.0","0.0","47.5","50.0","50.0","0.0","95.0"
"1400000US17043844001","Census Tract 8440.01, DuPage County, Illinois","1370","115","45","36","49","37","26","24","0","11","(X)","(X)","3.3","2.6","3.6","2.6","1.9","1.8","0.0","2.2","0","11","0","11","0","11","0","11","0","11","0.0","2.2","0.0","42.5","0.0","40.7","0.0","55.9","-","**"
